"","X","yearSeason","slugSeason","slugLeague","typeSeason","dateGame","idGame","numberGameTeamSeason","nameTeam","idTeam","isB2B","isB2BFirst","isB2BSecond","locationGame","slugMatchup","slugTeam","countDaysRestTeam","countDaysNextGameTeam","slugOpponent","slugTeamWinner","slugTeamLoser","outcomeGame","namePlayer","numberGamePlayerSeason","countDaysRestPlayer","countDaysNextGamePlayer","idPlayer","isWin","fgm","fga","pctFG","fg3m","fg3a","pctFG3","pctFT","hasVideo","fg2m","fg2a","pctFG2","minutes","ftm","fta","oreb","dreb","treb","ast","stl","blk","tov","pf","pts","plusminus","fpts","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"251",8386,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Al Horford",23,1,3,201143,FALSE,4,14,0.286,3,10,0.3,1,TRUE,1,4,0.25,38,2,2,2,10,12,6,0,1,2,1,13,-8,37.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"252",8387,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Jrue Holiday",24,1,0,201950,FALSE,5,12,0.417,1,5,0.2,1,TRUE,4,7,0.571428571428571,36,2,2,1,6,7,1,2,0,1,5,13,-14,27.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"253",8405,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Jaylen Brown",25,1,0,1627759,FALSE,10,22,0.455,1,4,0.25,0.875,TRUE,9,18,0.5,41,7,8,3,5,8,7,0,1,4,2,28,-3,47.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"254",8406,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Jayson Tatum",26,1,3,1628369,FALSE,5,17,0.294,2,9,0.222222222222222,1,TRUE,3,8,0.375,41,3,3,3,5,8,7,2,0,0,0,15,-9,41.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"255",8407,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Svi Mykhailiuk",10,3,0,1629004,FALSE,0,1,0,0,1,0,NA,TRUE,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"256",8420,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Derrick White",23,1,0,1628401,FALSE,11,24,0.458,7,18,0.388888888888889,0.5,TRUE,4,6,0.666666666666667,40,1,2,2,5,7,3,0,3,0,2,30,-1,51.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"257",8421,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Oshae Brissett",12,1,0,1629052,FALSE,3,3,1,0,0,0,NA,TRUE,3,3,1,5,0,0,0,0,0,0,1,0,0,0,6,1,9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"258",8438,2024,"2023-24","NBA","Regular Season","2023-12-19",22300362,26,"Boston Celtics",1610612738,TRUE,FALSE,FALSE,"A","BOS @ GSW","BOS",1,0,"GSW","GSW","BOS","L","Neemias Queta",6,1,0,1629674,FALSE,5,8,0.625,0,0,0,NA,TRUE,5,8,0.625,21,0,0,6,4,10,1,1,0,0,0,10,10,26.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629674","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://stats.nba.com/media/players/700/1629674.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"259",8458,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Neemias Queta",7,0,2,1629674,TRUE,3,8,0.375,0,0,0,NA,TRUE,3,8,0.375,19,0,0,4,4,8,0,1,0,1,5,6,3,17.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629674","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png","https://stats.nba.com/media/players/700/1629674.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"260",8459,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Lamar Stevens",10,2,2,1630205,TRUE,1,1,1,0,0,0,NA,TRUE,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"261",8497,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Jrue Holiday",25,0,2,201950,TRUE,7,13,0.538,4,6,0.666666666666667,1,TRUE,3,7,0.428571428571429,34,3,3,2,6,8,10,2,1,3,1,21,17,51.6,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"262",8498,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Derrick White",24,0,2,1628401,TRUE,10,13,0.769,6,9,0.666666666666667,0.667,TRUE,4,4,1,29,2,3,1,1,2,7,1,3,1,1,28,16,51.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"263",8499,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Svi Mykhailiuk",11,0,8,1629004,TRUE,1,6,0.167,0,4,0,NA,TRUE,1,2,0.5,16,0,0,2,2,4,3,1,0,0,1,2,7,14.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629004","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png","https://stats.nba.com/media/players/700/1629004.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png"
"264",8555,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Payton Pritchard",27,0,2,1630202,TRUE,6,12,0.5,6,11,0.545454545454545,0.667,TRUE,0,1,0,29,2,3,0,4,4,4,1,0,1,1,20,10,32.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"265",8585,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Kristaps Porziņģis",20,2,4,204001,TRUE,7,11,0.636,3,4,0.75,0.875,TRUE,4,7,0.571428571428571,29,7,8,2,7,9,2,0,6,3,3,24,22,52.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"266",8623,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Jaylen Brown",26,0,2,1627759,TRUE,11,21,0.524,0,3,0,0.857,TRUE,11,18,0.611111111111111,29,6,7,1,4,5,6,0,0,0,2,28,22,43,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"267",8624,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Oshae Brissett",13,0,2,1629052,TRUE,1,1,1,1,1,1,NA,TRUE,0,0,0,17,0,0,2,3,5,2,0,0,0,0,3,4,12,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"268",8625,2024,"2023-24","NBA","Regular Season","2023-12-20",22300373,27,"Boston Celtics",1610612738,TRUE,FALSE,TRUE,"A","BOS @ SAC","BOS",0,2,"SAC","BOS","SAC","W","Sam Hauser",27,0,2,1630573,TRUE,4,6,0.667,2,4,0.5,NA,TRUE,2,2,1,35,0,0,0,5,5,1,0,0,0,3,10,24,17.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"269",8978,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Derrick White",25,2,1,1628401,TRUE,5,12,0.417,3,10,0.3,1,TRUE,2,2,1,29,5,5,0,3,3,3,0,3,2,2,18,27,33.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"270",8979,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Payton Pritchard",28,2,1,1630202,TRUE,3,8,0.375,3,5,0.6,NA,TRUE,0,3,0,23,0,0,1,3,4,3,0,0,0,3,9,13,18.3,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"271",8980,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","JD Davison",1,120,120,1631120,TRUE,0,1,0,0,1,0,NA,TRUE,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,2,1.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1631120","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://stats.nba.com/media/players/700/1631120.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"272",9018,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Al Horford",24,3,1,201143,TRUE,2,6,0.333,2,5,0.4,NA,TRUE,0,1,0,27,0,0,0,8,8,5,1,2,0,2,6,24,32.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
"273",9019,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Dalano Banton",13,5,5,1630625,TRUE,1,1,1,0,0,0,NA,TRUE,1,1,1,4,0,0,0,0,0,1,0,0,0,0,2,6,3.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630625","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png","https://stats.nba.com/media/players/700/1630625.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"274",9071,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Jaylen Brown",27,2,1,1627759,TRUE,9,17,0.529,3,6,0.5,0.75,TRUE,6,11,0.545454545454545,29,3,4,3,3,6,2,1,0,3,2,24,29,34.2,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"275",9072,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Jayson Tatum",27,3,1,1628369,TRUE,9,16,0.563,5,10,0.5,0.778,TRUE,4,6,0.666666666666667,30,7,9,0,4,4,2,1,0,2,0,30,19,38.8,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"276",9073,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Sam Hauser",28,2,1,1630573,TRUE,1,5,0.2,1,5,0.2,NA,TRUE,0,0,0,19,0,0,0,2,2,4,0,0,0,3,3,11,11.4,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"277",9074,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Drew Peterson",1,120,120,1641809,TRUE,1,1,1,1,1,1,NA,TRUE,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,2,4.5,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1641809","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://stats.nba.com/media/players/700/1641809.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"278",9123,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Jrue Holiday",26,2,1,201950,TRUE,8,12,0.667,4,6,0.666666666666667,NA,TRUE,4,6,0.666666666666667,28,0,0,3,3,6,7,1,0,1,1,20,22,39.7,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"279",9124,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Oshae Brissett",14,2,4,1629052,TRUE,4,5,0.8,3,4,0.75,0.5,TRUE,1,1,1,18,1,2,1,2,3,1,0,0,0,0,12,12,17.1,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1629052","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629052.png","https://stats.nba.com/media/players/700/1629052.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"280",9125,2024,"2023-24","NBA","Regular Season","2023-12-23",22300389,28,"Boston Celtics",1610612738,FALSE,FALSE,FALSE,"A","BOS @ LAC","BOS",2,1,"LAC","BOS","LAC","W","Lamar Stevens",11,2,7,1630205,TRUE,2,3,0.667,0,0,0,NA,TRUE,2,3,0.666666666666667,5,0,0,1,1,2,1,0,0,0,0,4,4,7.9,"https://stats.nba.com/media/img/teams/logos/season/2023-24/BOS_logo.svg","https://stats.nba.com/player/1630205","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png","https://stats.nba.com/media/players/700/1630205.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
